user	instance_id	displayed_text	how-certain-is-the-finding:::Certain	how-certain-is-the-finding:::Somewhat uncertain	how-certain-is-the-finding:::Somewhat certain	how-certain-is-the-finding:::Uncertain	I carefully went over the examples and the instructions.:::Yes	How satisfied do you feel about your experience participating in our study?:::scale_4	How satisfied do you feel about your experience participating in our study?:::scale_3	How satisfied do you feel about your experience participating in our study?:::scale_2	How satisfied do you feel about your experience participating in our study?:::scale_5	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_1	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_5	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_4	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_3	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_2	How confident are you that you performed well in the task?:::scale_1	How confident are you that you performed well in the task?:::scale_5	How confident are you that you performed well in the task?:::scale_4	How confident are you that you performed well in the task?:::scale_3	How confident are you that you performed well in the task?:::scale_2	I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes	Please feel free to leave any comments about our study (optional):::text_box	span_annotation:::Words indicating uncertainty	span_annotation:::Words indicating certainty
5f4e97aae4fe380a7bad99c7	Biology_78_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: In contrast, there were 9 single-bp changes and a 2-bp indel between Icterine/Liberian Greenbul sequences and that of Spotted Greenbul. That the Liberian Greenbul was heterozyogous at none of these positions strongly suggests that it was not an Icterine 9 Spotted Greenbul hybrid. The current study has failed to find any significant genetic distance between Icterine and Liberian Greenbuls, whilst demonstrating large and diagnostic genetic distances between other species of greenbul in the genus Phyllastrephus.""><b>Finding:</b></span> That the Liberian Greenbul was heterozyogous at none of these positions strongly suggests that it was not an Icterine 9 Spotted Greenbul hybrid."		2																						[{'start': 775, 'end': 787, 'span': 'ly suggests ', 'annotation': 'Words indicating uncertainty'}]	[]
5f4e97aae4fe380a7bad99c7	test_question_testing_Uncertain	<b>Reported Finding:</b> New study suggests that sunscreen could prevent skin damage. This is a test question, please select Uncertain. Do not mark any words or phrases.				1																				[]	[]
5f4e97aae4fe380a7bad99c7	Consent.html	Consent																				I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes		[]	[]
5f4e97aae4fe380a7bad99c7	Biology_tweet_93_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: There is little evidence for density dependence across the observed variation in population size. Using our model to estimate historical survival rates indicates that recent spring warming has led to an upward trend in survival rates, which has probably contributed to the observed long-term increase in the UK long-tailed tit population. Future climate change is predicted to further increase survival, under a broad range of carbon emissions scenarios and probabilistic climate change outcomes, even if precipitation increases substantially.""><b>Finding:</b></span> Using our model to estimate historical survival rates indicates that recent spring warming has led to an upward trend in survival rates, which has probably contributed to the observed long-term increase in the UK long-tailed tit population."		2																						[{'start': 873, 'end': 881, 'span': 'probably', 'annotation': 'Words indicating uncertainty'}]	[{'start': 780, 'end': 789, 'span': 'indicates', 'annotation': 'Words indicating certainty'}]
5f4e97aae4fe380a7bad99c7	Biology_tweet_155_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Our 1st paper ( showing #heatwave damage to #male #reproduction &amp; #sperm in a #insect model; out in @username! Thanks to @username @username @username @username Matt D, Aly L, Lukasz M, Laura H &amp; Paul T. 🌞🐞 @username @username @username. ""><b>Finding:</b></span> Our 1st paper ( showing #heatwave damage to #male #reproduction &amp; #sperm in a #insect model; out in @username! Thanks to @username @username @username @username Matt D, Aly L, Lukasz M, Laura H &amp; Paul T. 🌞🐞 @username @username @username. "	4																							[]	[]
5eb64825c23fbf5300fb5bd9	Biology_tweet_167_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Phenotypic traits diverge at 1.17% pMyr in the early Cambrian, w83 the average rate for the remainder of the Phanerozoic (0.139% pMyr); molecular divergence is 0.204% pMyr, w93 the subsequent rate (0.021%). This study provides the first explicit estimates of rates of both phenotypic and molecular evolution during the Cambrian explosion, permitting illuminating comparisons with later Phanerozoic rates. The 4-and 5.5-fold increases in phenotypic and molecular evolutionary rates respectively provide quantitative support for the widespread view that evolutionary rates were elevated during the Cambrian explosion.""><b>Finding:</b></span> This study provides the first explicit estimates of rates of both phenotypic and molecular evolution during the Cambrian explosion, permitting illuminating comparisons with later Phanerozoic rates."	4																							[]	[]
5eb64825c23fbf5300fb5bd9	Biology_tweet_66_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Although only cardiomyocytes are used as contractile cells in this work, the method is applicable to other homotypic cell types, such as optogenetic muscle cells for light-actuated swimming, or heterotypic cells types, such as turtle cardiomyocytes and fibroblasts for room temperature swimming, and neurons and muscle cells for sensing-based intelligent swimming. The study thus provides a foundation for a new class of self-propelled, batch-fabricable, soft biological swimming machines. The cross-section of the channel determines the shape of the PDMS filament.""><b>Finding:</b></span> The study thus provides a foundation for a new class of self-propelled, batch-fabricable, soft biological swimming machines."			3																					[]	[{'start': 774, 'end': 785, 'span': 'foundation ', 'annotation': 'Words indicating certainty'}]
5eb64825c23fbf5300fb5bd9	Certainty Examples.html	Certainty Examples					I carefully went over the examples and the instructions.:::Yes																			[]	[]
5eb64825c23fbf5300fb5bd9	Biology_tweet_66_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Synthetic self-propelled swimming bio-bots:  (powered by cardiomyocytes) ""><b>Finding:</b></span> Synthetic self-propelled swimming bio-bots:  (powered by cardiomyocytes) "	4																							[]	[]
5eb64825c23fbf5300fb5bd9	Biology_41_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Note: material may have been edited for length and content. For further information, please contact the cited source. X Chromosome Dosage Influences DNA Methylation Dynamics during Reprogramming to Mouse iPSCs.""><b>Finding:</b></span> X Chromosome Dosage Influences DNA Methylation Dynamics during Reprogramming to Mouse iPSCs."	4																							[]	[]
5eb64825c23fbf5300fb5bd9	Experience.html	Experience							3							2			4							[]	[]
5eb64825c23fbf5300fb5bd9	test_question_testing_Certain	<b>Reported Finding:</b> New study suggests that sunscreen could prevent skin damage. This is a test question, please select Certain. Do not mark any words or phrases.	4																							[]	[]
5eb64825c23fbf5300fb5bd9	Biology_tweet_1_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Just published in Nature: ""...In any case, the burned area is robustly projected to increase. The higher the warming level is, the larger is the increase of burned area, ranging from ~40% to ~100% across the scenarios""
""><b>Finding:</b></span> Just published in Nature: ""...In any case, the burned area is robustly projected to increase. The higher the warming level is, the larger is the increase of burned area, ranging from ~40% to ~100% across the scenarios""
"	4																							[]	[{'start': 509, 'end': 517, 'span': 'robustly', 'annotation': 'Words indicating certainty'}]
5eb64825c23fbf5300fb5bd9	Biology_41_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Specifically, iPSCs and ESCs clustered into two main groups ( Figure 1D ). Therefore, differences in DNA methylation correlate with the X chromosome status of iPSCs. These data suggested that the first principal component, which correlated with the number of active X chromosomes and captured the separation of XO/XY and XX ESCs/iPSCs as well as most variation in methylation ( Figure 1D ), corresponded to the previously described global difference in methylation between established male and female PSCs or XO and XX female PSCs (Choi et al., , 2017a .""><b>Finding:</b></span> Therefore, differences in DNA methylation correlate with the X chromosome status of iPSCs."	4																							[]	[]
5eb64825c23fbf5300fb5bd9	Biology_116_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Because biomass dynamics of lianas are included in the whole-forest estimates, our findings corroborate earlier research that lianas themselves do not compensate for the loss in tree biomass that they cause . Lianas, per-unit biomass, have a much stronger competitive effect on trees than do other trees (3), and our findings appear to represent the unique effect of lianas on forest carbon dynamics and not merely the effect of biomass removal. This point is confirmed by our inclusion of lianas in the biomass calculations in the control plots.""><b>Finding:</b></span> Lianas, per-unit biomass, have a much stronger competitive effect on trees than do other trees (3), and our findings appear to represent the unique effect of lianas on forest carbon dynamics and not merely the effect of biomass removal."			3																					[{'start': 846, 'end': 853, 'span': 'appear ', 'annotation': 'Words indicating uncertainty'}]	[{'start': 755, 'end': 794, 'span': 'have a much stronger competitive effect', 'annotation': 'Words indicating certainty'}]
5eb64825c23fbf5300fb5bd9	test_question_testing_Uncertain	<b>Reported Finding:</b> New study suggests that sunscreen could prevent skin damage. This is a test question, please select Uncertain. Do not mark any words or phrases.				1																				[]	[]
5eb64825c23fbf5300fb5bd9	Consent.html	Consent																				I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes		[]	[]
5eb64825c23fbf5300fb5bd9	Biology_tweet_1_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: In any case, the burned area is robustly projected to increase. The higher the warming level is, the larger is the increase of burned area, ranging from~40% to~100% across the scenarios. Our results indicate that significant benefits would be obtained if warming were limited to well below 2°C.""><b>Finding:</b></span> The higher the warming level is, the larger is the increase of burned area, ranging from~40% to~100% across the scenarios."	4																							[]	[]
